dtmnfr;dtmn;freguesia_dsg
160817;1608;União das freguesias de Gandra e Taião
160818;1608;União das freguesias de Gondomil e Sanfins
160819;1608;União das freguesias de São Julião e Silva
160820;1608;União das freguesias de Valença, Cristelo Covo e Arão
160901;1609;Afife
160902;1609;Alvarães
160903;1609;Amonde
160904;1609;Anha
160905;1609;Areosa
160908;1609;Carreço
160910;1609;Castelo do Neiva
160911;1609;Darque
160914;1609;Freixieiro de Soutelo
160915;1609;Lanheses
160920;1609;Montaria
160922;1609;Mujães
160923;1609;São Romão de Neiva
160925;1609;Outeiro
160926;1609;Perre
160928;1609;Santa Marta de Portuzelo
160935;1609;Vila Franca
160938;1609;Vila de Punhe
160940;1609;Chafé
160943;1609;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão
160945;1609;União das freguesias de Nogueira, Meixedo e Vilar de Murteda
160946;1609;União das freguesias de Subportela, Deocriste e Portela Susã
160947;1609;União das freguesias de Torre e Vila Mou
160948;1609;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela
160949;1609;Barroselas
160950;1609;Cardielos
160951;1609;Carvoeiro
160952;1609;Mazarefes
160953;1609;Serreleis
160954;1609;Vila Fria
161003;1610;Cornes
161004;1610;Covas
161006;1610;Gondarém
161007;1610;Loivo
161009;1610;Mentrestido
161012;1610;Sapardos
161013;1610;Sopo
161016;1610;União das freguesias de Campos e Vila Meã
161017;1610;União das freguesias de Candemil e Gondar
161018;1610;União das freguesias de Reboreda e Nogueira
161019;1610;União das freguesias de Vila Nova de Cerveira e Lovelhe
170101;1701;Alijó
170107;1701;Favaios
170108;1701;Pegarinhos
170109;1701;Pinhão
170112;1701;Sanfins do Douro
170113;1701;Santa Eugénia
170114;1701;São Mamede de Ribatua
170116;1701;Vila Chã
170117;1701;Vila Verde
170118;1701;Vilar de Maçada
170120;1701;União das freguesias de Carlão e Amieiro
170121;1701;União das freguesias de Castedo e Cotas
170122;1701;União das freguesias de Pópulo e Ribalonga
170123;1701;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas
170203;1702;Beça
170208;1702;Covas do Barroso
170210;1702;Dornelas
170213;1702;Pinho
170215;1702;Sapiãos
170217;1702;Alturas do Barroso e Cerdedo
170218;1702;Ardãos e Bobadela
170219;1702;Boticas e Granja
170220;1702;Codessoso, Curros e Fiães do Tâmega
170221;1702;Vilar e Viveiro
170301;1703;Águas Frias
170302;1703;Anelhe
170305;1703;Bustelo
170309;1703;Cimo de Vila da Castanheira
170310;1703;Curalha
170312;1703;Ervededo
170313;1703;Faiões
170314;1703;Lama de Arcos
170316;1703;Mairos
170317;1703;Moreiras
170318;1703;Nogueira da Montanha
170320;1703;Oura
170321;1703;Outeiro Seco
170322;1703;Paradela
170324;1703;Redondelo
170327;1703;Sanfins
170329;1703;Santa Leocádia
170330;1703;Santo António de Monforte
170331;1703;Santo Estêvão
170333;1703;São Pedro de Agostém
170334;1703;São Vicente
170340;1703;Tronco
170341;1703;Vale de Anta
170343;1703;Vila Verde da Raia
170344;1703;Vilar de Nantes
170345;1703;Vilarelho da Raia
170347;1703;Vilas Boas
170348;1703;Vilela Seca
170349;1703;Vilela do Tâmega
170350;1703;Santa Maria Maior
170353;1703;Planalto de Monforte (União das freguesias de Oucidres e Bobadela)
170354;1703;União das freguesias da Madalena e Samaiões
170355;1703;União das freguesias das Eiras, São Julião de Montenegro e Cela
170356;1703;União das freguesias de Calvão e Soutelinho da Raia
170357;1703;União das freguesias de Loivos e Póvoa de Agrações
170358;1703;União das freguesias de Santa Cruz/Trindade e Sanjurge
170359;1703;União das freguesias de Soutelo e Seara Velha
170360;1703;União das freguesias de Travancas e Roriz
170361;1703;Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)
170401;1704;Barqueiros
170402;1704;Cidadelhe
170403;1704;Oliveira
170407;1704;Vila Marim
170408;1704;Mesão Frio (Santo André)
170501;1705;Atei
170502;1705;Bilhó
170505;1705;São Cristóvão de Mondim de Basto
170508;1705;Vilar de Ferreiros
170509;1705;União das freguesias de Campanhó e Paradança
170510;1705;União das freguesias de Ermelo e Pardelhas
170601;1706;Cabril
170603;1706;Cervos
170604;1706;Chã
170607;1706;Covelo do Gerês
170609;1706;Ferral
170612;1706;Gralhas
170616;1706;Morgade
170618;1706;Negrões
170619;1706;Outeiro
170623;1706;Pitões das Junias
170625;1706;Reigoso
170626;1706;Salto
170627;1706;Santo André
170629;1706;Sarraquinhos
170631;1706;Solveira
170632;1706;Tourém
170635;1706;Vila da Ponte
170636;1706;União das freguesias de Cambeses do Rio, Donões e Mourilhe
170637;1706;União das freguesias de Meixedo e Padornelos
170638;1706;União das freguesias de Montalegre e Padroso
170639;1706;União das freguesias de Paradela, Contim e Fiães
170640;1706;União das freguesias de Sezelhe e Covelães
170641;1706;União das freguesias de Venda Nova e Pondras
170642;1706;União das freguesias de Viade de Baixo e Fervidelas
170643;1706;União das freguesias de Vilar de Perdizes e Meixide
170701;1707;Candedo
170703;1707;Fiolhoso
170704;1707;Jou
170705;1707;Murça
170708;1707;Valongo de Milhais
170710;1707;União das freguesias de Carva e Vilares
170711;1707;União das freguesias de Noura e Palheiros
170802;1708;Fontelas
170805;1708;Loureiro
170809;1708;Sedielos
170810;1708;Vilarinho dos Freires
170813;1708;União das freguesias de Galafura e Covelinhas
170814;1708;União das freguesias de Moura Morta e Vinhós
170815;1708;União das freguesias de Peso da Régua e Godim
170817;1708;Canelas
170818;1708;Poiares
170901;1709;Alvadia
170902;1709;Canedo
170906;1709;Santa Marinha
170908;1709;União das freguesias de Cerva e Limões
170909;1709;União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega
171001;1710;Celeirós
171002;1710;Covas do Douro
171004;1710;Gouvinhas
171005;1710;Parada de Pinhão
171007;1710;Paços
171009;1710;Sabrosa
171011;1710;São Lourenço de Ribapinhão
171013;1710;Souto Maior
171014;1710;Torre do Pinhão
171015;1710;Vilarinho de São Romão
171016;1710;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro
171017;1710;União das freguesias de São Martinho de Antas e Paradela de Guiães
171101;1711;Alvações do Corgo
171102;1711;Cumieira
171103;1711;Fontes
171106;1711;Medrões
171110;1711;Sever
171112;1711;União das freguesias de Louredo e Fornelos
171113;1711;Lobrigos (São João Baptista)
171114;1711;Lobrigos (São Miguel)
171115;1711;Sanhoane
171201;1712;Água Revés e Crasto
171203;1712;Algeriz
171205;1712;Bouçoães
171206;1712;Canaveses
171209;1712;Ervões
171211;1712;Fornos do Pinhal
171212;1712;Friões
171215;1712;Padrela e Tazem
171216;1712;Possacos
171217;1712;Rio Torto
171219;1712;Santa Maria de Emeres
171220;1712;Santa Valha
171221;1712;Santiago da Ribeira de Alhariz
171222;1712;São João da Corveira
171223;1712;São Pedro de Veiga de Lila
171224;1712;Serapicos
171227;1712;Vales
171229;1712;Vassal
171230;1712;Veiga de Lila
171231;1712;Vilarandelo
171232;1712;Carrazedo de Montenegro e Curros
171233;1712;Lebução, Fiães e Nozelos
171234;1712;Sonim e Barreiros
171235;1712;Tinhela e Alvarelhos
171236;1712;Valpaços e Sanfins
171302;1713;Alfarela de Jales
171303;1713;Bornes de Aguiar
171304;1713;Bragado
171305;1713;Capeludos
171310;1713;Soutelo de Aguiar
171311;1713;Telões
171312;1713;Tresminas
171313;1713;Valoura
171314;1713;Vila Pouca de Aguiar
171315;1713;Vreia de Bornes
171316;1713;Vreia de Jales
171317;1713;Sabroso de Aguiar
171319;1713;Alvão
171320;1713;União das freguesias de Pensalvos e Parada de Monteiros
171401;1714;Abaças
171403;1714;Andrães
171404;1714;Arroios
171406;1714;Campeã
171409;1714;Folhadela
171410;1714;Guiães
171414;1714;Lordelo
171415;1714;Mateus
171416;1714;Mondrões
171420;1714;Parada de Cunhos
171426;1714;Torgueda
171429;1714;Vila Marim
171431;1714;União das freguesias de Adoufe e Vilarinho de Samardã
171432;1714;União das freguesias de Borbela e Lamas de Olo
171433;1714;União das freguesias de Constantim e Vale de Nogueiras
171434;1714;União das freguesias de Mouçós e Lamares
171435;1714;União das freguesias de Nogueira e Ermida
171436;1714;União das freguesias de Pena, Quintã e Vila Cova
171437;1714;União das freguesias de São Tomé do Castelo e Justes
171438;1714;Vila Real
180101;1801;Aldeias
180104;1801;Cimbres
180106;1801;Folgosa
180107;1801;Fontelo
180109;1801;Queimada
180110;1801;Queimadela
180111;1801;Santa Cruz
180114;1801;São Cosmado
180115;1801;São Martinho das Chãs
180118;1801;Vacalar
180120;1801;Armamar
180121;1801;União das freguesias de Aricera e Goujoim
180122;1801;União das freguesias de São Romão e Santiago
180123;1801;União das freguesias de Vila Seca e Santo Adrião
180201;1802;Beijós
180202;1802;Cabanas de Viriato
180204;1802;Oliveira do Conde
180206;1802;Parada
180208;1802;Carregal do Sal
180301;1803;Almofala
180303;1803;Cabril
180304;1803;Castro Daire
180305;1803;Cujó
180309;1803;Gosende
180312;1803;Mões
180313;1803;Moledo
180314;1803;Monteiras
180317;1803;Pepim
180319;1803;Pinheiro
180322;1803;São Joaninho
180323;1803;União das freguesias de Mamouros, Alva e Ribolhos
180324;1803;União das freguesias de Mezio e Moura Morta
180325;1803;União das freguesias de Parada de Ester e Ester
180326;1803;União das freguesias de Picão e Ermida
180327;1803;União das freguesias de Reriz e Gafanhão
180403;1804;Cinfães
180404;1804;Espadanedo
180405;1804;Ferreiros de Tendais
180406;1804;Fornelos
180408;1804;Moimenta
180409;1804;Nespereira
180410;1804;Oliveira do Douro
180412;1804;Santiago de Piães
180413;1804;São Cristóvão de Nogueira
180414;1804;Souselo
180415;1804;Tarouquela
180416;1804;Tendais
180417;1804;Travanca
180418;1804;União das freguesias de Alhões, Bustelo, Gralheira e Ramires
180502;1805;Avões
180504;1805;Britiande
180505;1805;Cambres
180507;1805;Ferreirim
180508;1805;Ferreiros de Avões
180509;1805;Figueira
180510;1805;Lalim
180511;1805;Lazarim
180516;1805;Penajóia
180517;1805;Penude
180519;1805;Samodães
180520;1805;Sande
180523;1805;Várzea de Abrunhais
180524;1805;Vila Nova de Souto d'El-Rei
180525;1805;Lamego (Almacave e Sé)
180526;1805;União das freguesias de Bigorne, Magueija e Pretarouca
180527;1805;União das freguesias de Cepões, Meijinhos e Melcões
180528;1805;União das freguesias de Parada do Bispo e Valdigem
180601;1806;Abrunhosa-a-Velha
180602;1806;Alcafache
180605;1806;Cunha Baixa
180606;1806;Espinho
180607;1806;Fornos de Maceira Dão
180608;1806;Freixiosa
180614;1806;Quintela de Azurara
180616;1806;São João da Fresta
180619;1806;União das freguesias de Mangualde, Mesquitela e Cunha Alta
180620;1806;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
180621;1806;União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
180622;1806;União das freguesias de Tavares (Chãs, Várzea e Travanca)
180702;1807;Alvite
180703;1807;Arcozelos
180705;1807;Baldos
180706;1807;Cabaços
180707;1807;Caria
180708;1807;Castelo
180709;1807;Leomil
180710;1807;Moimenta da Beira
180713;1807;Passô
180716;1807;Vila da Rua
180717;1807;Sarzedo
180719;1807;Sever
180720;1807;Vilar
180721;1807;União das freguesias de Paradinha e Nagosa
180722;1807;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz
180723;1807;União das freguesias de Peva e Segões
180802;1808;Cercosa
180804;1808;Espinho
180805;1808;Marmeleira
180807;1808;Pala
180808;1808;Sobral
180809;1808;Trezói
180811;1808;União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça
180901;1809;Canas de Senhorim
180903;1809;Nelas
180905;1809;Senhorim
180906;1809;Vilar Seco
180908;1809;Lapa do Lobo
180910;1809;União das freguesias de Carvalhal Redondo e Aguieira
180911;1809;União das freguesias de Santar e Moreira
181002;1810;Arcozelo das Maias
181005;1810;Pinheiro
181007;1810;Ribeiradio
181008;1810;São João da Serra
181009;1810;São Vicente de Lafões
181013;1810;União das freguesias de Arca e Varzielas
181014;1810;União das freguesias de Destriz e Reigoso
181015;1810;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães
181102;1811;Castelo de Penalva
181103;1811;Esmolfe
181104;1811;Germil
181105;1811;Ínsua
181106;1811;Lusinde
181109;1811;Pindo
181110;1811;Real
181111;1811;Sezures
181112;1811;Trancozelos
181114;1811;União das freguesias de Antas e Matela
181115;1811;União das freguesias de Vila Cova do Covelo/Mareco
181202;1812;Beselga
181203;1812;Castainço
181207;1812;Penela da Beira
181208;1812;Póvoa de Penela
181209;1812;Souto
181210;1812;União das freguesias de Antas e Ourozinho
181211;1812;União das freguesias de Penedono e Granja
181302;1813;Barrô
181303;1813;Cárquere
181310;1813;Paus
181311;1813;Resende
181312;1813;São Cipriano
181313;1813;São João de Fontoura
181314;1813;São Martinho de Mouros
181316;1813;União das freguesias de Anreade e São Romão de Aregos
181317;1813;União das freguesias de Felgueiras e Feirão
181318;1813;União das freguesias de Freigil e Miomães
181319;1813;União das freguesias de Ovadas e Panchorra
181403;1814;Pinheiro de Ázere
181405;1814;São Joaninho
181406;1814;São João de Areias
181410;1814;União das freguesias de Ovoa e Vimieiro
181411;1814;União das freguesias de Santa Comba Dão e Couto do Mosteiro
181412;1814;União das freguesias de Treixedo e Nagozela
181501;1815;Castanheiro do Sul
181502;1815;Ervedosa do Douro
181504;1815;Nagozelo do Douro
181505;1815;Paredes da Beira
181507;1815;Riodades
181509;1815;Soutelo do Douro
181511;1815;Vale de Figueira
181512;1815;Valongo dos Azeites
181515;1815;União das freguesias de São João da Pesqueira e Várzea de Trevões
181516;1815;União das freguesias de Trevões e Espinhosa
181517;1815;União das freguesias de Vilarouco e Pereiros
181602;1816;Bordonhos
181606;1816;Figueiredo de Alva
181607;1816;Manhouce
181608;1816;Pindelo dos Milagres
181609;1816;Pinho
181612;1816;São Félix
181615;1816;Serrazes
181616;1816;Sul
181617;1816;Valadares
181619;1816;Vila Maior
181620;1816;União das freguesias de Carvalhais e Candal
181621;1816;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões
181622;1816;União das freguesias de São Martinho das Moitas e Covas do Rio
181623;1816;União das freguesias de São Pedro do Sul, Várzea e Baiões
181702;1817;Avelal
181704;1817;Ferreira de Aves
181706;1817;Mioma
181707;1817;Rio de Moinhos
181709;1817;São Miguel de Vila Boa
181710;1817;Sátão
181711;1817;Silvã de Cima
181713;1817;União das freguesias de Águas Boas e Forles
181714;1817;União das freguesias de Romãs, Decermilo e Vila Longa
181801;1818;Arnas
181802;1818;Carregal
181803;1818;Chosendo
181804;1818;Cunha
181806;1818;Faia
181810;1818;Granjal
181811;1818;Lamosa
181814;1818;Quintela
181817;1818;Vila da Ponte
181818;1818;União das freguesias de Ferreirim e Macieira
181819;1818;União das freguesias de Fonte Arcada e Escurquela
181820;1818;União das freguesias de Penso e Freixinho
181821;1818;União das freguesias de Sernancelhe e Sarzeda
181901;1819;Adorigo
181902;1819;Arcos
181904;1819;Chavães
181905;1819;Desejosa
181906;1819;Granja do Tedo
181908;1819;Longa
181913;1819;Sendim
181914;1819;Tabuaço
181917;1819;Valença do Douro
181918;1819;União das freguesias de Barcos e Santa Leocádia
181919;1819;União das freguesias de Paradela e Granjinha
181920;1819;União das freguesias de Pinheiros e Vale de Figueira
181921;1819;União das freguesias de Távora e Pereiro
182004;1820;Mondim da Beira
182005;1820;Salzedas
182006;1820;São João de Tarouca
182009;1820;Várzea da Serra
182012;1820;União das freguesias de Granja Nova e Vila Chã da Beira
182014;1820;Dálvares
182015;1820;Gouviães
182016;1820;Tarouca
182017;1820;Ucanha
182102;1821;Campo de Besteiros
182103;1821;Canas de Santa Maria
182105;1821;Castelões
182106;1821;Dardavaz
182107;1821;Ferreirós do Dão
182108;1821;Guardão
182109;1821;Lajeosa do Dão
182110;1821;Lobão da Beira
182111;1821;Molelos
182116;1821;Parada de Gonta
182118;1821;Santiago de Besteiros
182122;1821;Tonda
182128;1821;União das freguesias de Caparrosa e Silvares
182129;1821;União das freguesias de Mouraz e Vila Nova da Rainha
182130;1821;União das freguesias de São João do Monte e Mosteirinho
182132;1821;União das freguesias de Tondela e Nandufe
182134;1821;Barreiro de Besteiros
182135;1821;Mosteiro de Fráguas
182136;1821;Sabugosa
182137;1821;São Miguel do Outeiro
182138;1821;Tourigo
182139;1821;Vilar de Besteiros
182203;1822;Pendilhe
182204;1822;Queiriga
182205;1822;Touro
182206;1822;Vila Cova à Coelheira
182208;1822;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas
182301;1823;Abraveses
182304;1823;Bodiosa
182305;1823;Calde
182306;1823;Campo
182307;1823;Cavernães
182310;1823;Cota
182315;1823;Fragosela
182316;1823;Lordosa
182317;1823;Silgueiros
182318;1823;Mundão
182319;1823;Orgens
182320;1823;Povolide
182321;1823;Ranhados
182322;1823;Ribafeita
182323;1823;Rio de Loba
182325;1823;Santos Evos
182327;1823;São João de Lourosa
182329;1823;São Pedro de France
182335;1823;União das freguesias de Barreiros e Cepões
182336;1823;União das freguesias de Boa Aldeia, Farminhão e Torredeita
182337;1823;Coutos de Viseu
182338;1823;Freguesia de Fail e Vila Chã de Sá
182339;1823;Repeses e São Salvador
182340;1823;São Cipriano e Vil de Souto
182341;1823;Viseu
182401;1824;Alcofra
182403;1824;Campia
182407;1824;Fornelo do Monte
182409;1824;Queirã
182410;1824;São Miguel do Mato
182411;1824;Ventosa
182413;1824;União das freguesias de Cambra e Carvalhal de Vermilhas
182414;1824;União das freguesias de Fataunços e Figueiredo das Donas
182415;1824;União das freguesias de Vouzela e Paços de Vilharigues
310101;3101;Arco da Calheta
310102;3101;Calheta
310103;3101;Estreito da Calheta
310104;3101;Fajã da Ovelha
310105;3101;Jardim do Mar
310106;3101;Paul do Mar
310107;3101;Ponta do Pargo
310108;3101;Prazeres
310201;3102;Câmara de Lobos
310202;3102;Curral das Freiras
310203;3102;Estreito de Câmara de Lobos
310204;3102;Quinta Grande
310205;3102;Jardim da Serra
310301;3103;Imaculado Coração de Maria
310302;3103;Monte
310303;3103;Funchal (Santa Luzia)
310304;3103;Funchal (Santa Maria Maior)
310305;3103;Santo António
310306;3103;São Gonçalo
310307;3103;São Martinho
310308;3103;Funchal (São Pedro)
310309;3103;São Roque
310310;3103;Funchal (Sé)
310401;3104;Água de Pena
310402;3104;Caniçal
310403;3104;Machico
310404;3104;Porto da Cruz
310405;3104;Santo António da Serra
310501;3105;Canhas
310502;3105;Madalena do Mar
310503;3105;Ponta do Sol
310601;3106;Achadas da Cruz
310602;3106;Porto Moniz
310603;3106;Ribeira da Janela
310604;3106;Seixal
310701;3107;Campanário
310702;3107;Ribeira Brava
310703;3107;Serra de Água
310704;3107;Tabua
310802;3108;Camacha
310803;3108;Caniço
310804;3108;Gaula
310805;3108;Santa Cruz
310806;3108;Santo António da Serra
310901;3109;Arco de São Jorge
310902;3109;Faial
310903;3109;Santana
310904;3109;São Jorge
310905;3109;São Roque do Faial
310906;3109;Ilha
311001;3110;Boa Ventura
311002;3110;Ponta Delgada
311003;3110;São Vicente
320101;3201;Porto Santo
410101;4101;Almagreira
410102;4101;Santa Bárbara
410103;4101;Santo Espírito
410104;4101;São Pedro
410105;4101;Vila do Porto
420101;4201;Água de Pau
420102;4201;Cabouco
420103;4201;Lagoa (Nossa Senhora do Rosário)
420104;4201;Lagoa (Santa Cruz)
420105;4201;Ribeira Chã
420201;4202;Achada
420202;4202;Achadinha
420203;4202;Lomba da Fazenda
420204;4202;Nordeste
420206;4202;Salga
420207;4202;Santana
420208;4202;Algarvia
420209;4202;Santo António de Nordestinho
420210;4202;São Pedro de Nordestinho
420301;4203;Arrifes
420303;4203;Candelária
420304;4203;Capelas
420305;4203;Covoada
420306;4203;Fajã de Baixo
420307;4203;Fajã de Cima
420308;4203;Fenais da Luz
420309;4203;Feteiras
420310;4203;Ginetes
420311;4203;Mosteiros
420312;4203;Ponta Delgada (São Sebastião)
420313;4203;Ponta Delgada (São José)
420314;4203;Ponta Delgada (São Pedro)
420315;4203;Relva
420316;4203;Remédios
420317;4203;Rosto do Cão (Livramento)
420318;4203;Rosto do Cão (São Roque)
420319;4203;Santa Bárbara
420320;4203;Santo António
420321;4203;São Vicente Ferreira
420322;4203;Sete Cidades
420323;4203;Ajuda da Bretanha
420324;4203;Pilar da Bretanha
420325;4203;Santa Clara
420401;4204;Água Retorta
420402;4204;Faial da Terra
420403;4204;Furnas
420404;4204;Nossa Senhora dos Remédios
420405;4204;Povoação
420406;4204;Ribeira Quente
420501;4205;Calhetas
420502;4205;Fenais da Ajuda
420503;4205;Lomba da Maia
420504;4205;Lomba de São Pedro
420505;4205;Maia
420506;4205;Pico da Pedra
420507;4205;Porto Formoso
420508;4205;Rabo de Peixe
420509;4205;Ribeira Grande (Conceição)
420510;4205;Ribeira Grande (Matriz)
420511;4205;Ribeira Seca
420512;4205;Ribeirinha
420513;4205;Santa Bárbara
420514;4205;São Brás
420601;4206;Água de Alto
420602;4206;Ponta Garça
420603;4206;Ribeira das Tainhas
420604;4206;Vila Franca do Campo (São Miguel)
420605;4206;Vila Franca do Campo (São Pedro)
420606;4206;Ribeira Seca
430101;4301;Altares
430102;4301;Angra (Nossa Senhora da Conceição)
430103;4301;Angra (Santa Luzia)
430104;4301;Angra (São Pedro)
430105;4301;Angra (Sé)
430106;4301;Cinco Ribeiras
430107;4301;Doze Ribeiras
430108;4301;Feteira
430109;4301;Porto Judeu
430110;4301;Posto Santo
430111;4301;Raminho
430112;4301;Ribeirinha
430113;4301;Santa Bárbara
430114;4301;São Bartolomeu de Regatos
430115;4301;São Bento
430116;4301;São Mateus da Calheta
430117;4301;Serreta
430118;4301;Terra Chã
430119;4301;Vila de São Sebastião
430201;4302;Agualva
430202;4302;Biscoitos
430203;4302;Cabo da Praia
430204;4302;Fonte do Bastardo
430205;4302;Fontinhas
430206;4302;Lajes
430207;4302;Praia da Vitória (Santa Cruz)
430208;4302;Quatro Ribeiras
430209;4302;São Brás
430210;4302;Vila Nova
430211;4302;Porto Martins
440101;4401;Guadalupe
440102;4401;Luz
440103;4401;São Mateus
440104;4401;Santa Cruz da Graciosa
450101;4501;Calheta
450102;4501;Norte Pequeno
450103;4501;Ribeira Seca
450104;4501;Santo Antão
450105;4501;Topo (Nossa Senhora do Rosário)
450201;4502;Manadas (Santa Bárbara)
450202;4502;Norte Grande (Neves)
450203;4502;Rosais
450204;4502;Santo Amaro
450205;4502;Urzelina (São Mateus)
450206;4502;Velas (São Jorge)
460101;4601;Calheta de Nesquim
460102;4601;Lajes do Pico
460103;4601;Piedade
460104;4601;Ribeiras
460105;4601;Ribeirinha
460106;4601;São João
460201;4602;Bandeiras
460202;4602;Candelária
460203;4602;Criação Velha
460204;4602;Madalena
460205;4602;São Caetano
460206;4602;São Mateus
460301;4603;Prainha
460302;4603;Santa Luzia
460303;4603;Santo Amaro
460304;4603;Santo António
460305;4603;São Roque do Pico
470101;4701;Capelo
470102;4701;Castelo Branco
470103;4701;Cedros
470104;4701;Feteira
470105;4701;Flamengos
470106;4701;Horta (Angústias)
470107;4701;Horta (Conceição)
470108;4701;Horta (Matriz)
470109;4701;Pedro Miguel
470110;4701;Praia do Almoxarife
470111;4701;Praia do Norte
470112;4701;Ribeirinha
470113;4701;Salão
480101;4801;Fajã Grande
480102;4801;Fajãzinha
480103;4801;Fazenda
480104;4801;Lajedo
480105;4801;Lajes das Flores
480106;4801;Lomba
480107;4801;Mosteiro
480201;4802;Caveira
480202;4802;Cedros
480203;4802;Ponta Delgada
480204;4802;Santa Cruz das Flores
490101;4901;Corvo
